"papel","segmento","cotacao","ffo_yield","dividend_yield","p_vp","valor_de_mercado","liquidez","qtd_de_imoveis","preco_do_m2","aluguel_por_m2","cap_rate","vacancia_media","endereco","data_atualizacao"
"FVBI11","Lajes Corporativas",159.71,0,0,0,0,0,1,0,636.95,0,0,"Av. Brig. Faria Lima 4400, São Paulo, SP, 04551-060","2023-04-13 00:29:07"
"FVPQ11","Shoppings",93,10.4,9.37,0.49,260414000,41288,1,4529.12,873.8,19.29,4.4,"Av. Ayrton Senna, 3000, Barra da Tijuca, Rio de Janeiro - RJ","2023-04-13 00:29:07"
"GALG11","Híbrido",8.28,11.68,10.66,0.89,475978000,458038,5,4564.06,488.85,10.71,0,"AV. FREDERICO AUGUSTO RITTER, 8.000, CACHOEIRINHA//RS,RUA DAVID CANABARRO S/Nº, Canoas/RS,ESTRADA MUNICIPAL DO CAJURU, 655, São José dos Campos/SP,RODOVIA BR - 324, 13.750, SALVADOR/BA,RODOVIA PE 50, S/Nº, KM 02, Vitória de Santo Antão/PE","2023-04-13 00:29:07"
"GAME11","Outros",8.38,8.88,16.45,0.85,181827000,93551,0,0,0,0,0,"","2023-04-13 00:29:07"
"GCFF11","Títulos e Val. Mob.",66.91,13.5,16.18,0.85,22655600,44163,0,0,0,0,0,"","2023-04-13 00:29:07"
"GCRA11","Títulos e Val. Mob.",92.8,6.66,16.6,0.95,162480000,288880,0,0,0,0,0,"","2023-04-13 00:29:07"
"GCRI11","Títulos e Val. Mob.",90.36,12.63,16.27,0.96,107600000,210249,0,0,0,0,0,"","2023-04-13 00:29:07"
"GESE11B","Outros",1520,11.24,11.34,0.86,79040000,0,1,6176.28,721.01,11.67,0,"Rua General Severiano, 159, Botafogo, Rio de Janeiro - RJ","2023-04-13 00:29:07"
"GGRC11","Logística",100.74,9.79,11.28,0.81,819431000,1308430,16,1045.99,111.94,10.7,0,"Avenida Amâncio Gaiolli, 1943 - Guarulhos - SP,Rua Antonio Felamingo, lote 6, quadra A - bairro Macuco, Valinhos-SP,Av. Maria Luiza Pompeo de Camargo, 333,Loteamento Polo Empresarial VTO Igarassu 1 - Igarassu - PE,Rua Maria Rufino dos Santos Medeiros, 201 Distrito Industrial - João Pessoa - PB,Guabirova, Pelotas - RS,LOTE C123,Rodovia Palmiro Paes de Barros, 290, Vista Alegre  Cuiabá - MT,Alameda das Aroreiras, nº 195, Casa Amarela, Betim - MG,Rua dos Portugueses,Rua Álvaro Camerin, nº 51, Distrito Industrial  Tietê - SP,Acesso pelo KM 117,5 Rodovia BR 101, Itajaí - SC,Avenida CTR Empresarial, KM 1.480 BR 497, Uberlândia-MG,Rodovia Federal BR 277, S/N KM 600+400, São Miguel do Iguaçu - PR,BR 153, nº 3469, Zona Urbana, Anápolis - GO,Rodovia BR 153, s/n, quadra AREA, lote 00C, anexo A, Jd. Paraíso I, Aparecida de Goiânia - GO","2023-04-13 00:29:07"
"GRLV11","Logística",145.5,5.72,0,24.38,156199000,0,1,0,183,0,3.69,"Rua Atílio Biscuola, 1831 - Louveira - SP","2023-04-13 00:29:07"
"GRWA11","Títulos e Val. Mob.",10.1,-0.34,0.79,1.01,12797700,4825,0,0,0,0,0,"","2023-04-13 00:29:07"
"GSFI11","Shoppings",5.15,0,0,0.36,387270000,38281,0,0,0,0,0,"","2023-04-13 00:29:07"
"GTLG11","Logística",94.96,8.88,8.78,1.02,681148000,116787,5,3940.84,307.41,7.8,3.81,"Av. Hélio Ossamu Daikuara, 1.445 - Embu das Artes - São Paulo,Rua José Semião Rodrigues Agostinho, 1370 - Embu das Artes - São Paulo,Av. Piracema, 155 - Barueri - SP,Av. Piracema, 155 - Barueri - SP,Rodovia Anhanguera, Km 31,7 - Cajamar - São Paulo","2023-04-13 00:29:07"
"GTWR11","Lajes Corporativas",75.95,12.07,11.83,0.8,911400000,810546,3,10126,1308.64,12.92,0,"Setor de Autarquias Norte - Quadra 5 - Lote B - Brasilia / DF,Setor de Autarquias Norte - Quadra 5 - Lote B - Brasilia / DF,Setor de Autarquias Norte - Quadra 5 - Lote B - Brasilia / DF","2023-04-13 00:29:07"
"GWIR11","Shoppings",175.99,2.8,0,0.74,67231200,0,0,0,0,4.21,0,"Rua Manoel da Nobrega, 712, Centro, Diadema - SP","2023-04-13 00:29:07"
"HAAA11","Lajes Corporativas",62,11.06,10.19,0.7,214210000,2676,2,14750.6,1619.33,10.98,16.93,"Av. Engenheiro Luis Carlos Berrini, nº 105 - São Paulo, SP,Avenida das Nações Unidas, nº 14.261  São Paulo, SP","2023-04-13 00:29:07"
"HABT11","Títulos e Val. Mob.",82.59,8.4,16.6,0.84,671191000,1630680,0,0,0,0,0,"","2023-04-13 00:29:07"
"HBCR11","Outros",113.31,7.44,5.75,1.14,123788000,649,4,7470.6,523.82,7.01,0,"Rua XV de novembro, número 2.805, bairro Glória, CEP 89216-201, da cidade de Joinville, Estado de Santa Catarina,Rodovia Raposo Tavares, número 6008, km 16, bairro Rio Pequeno, CEP 05576-000, da cidade de São Paulo, Estado de São Paulo,Avenida Adhemar Ferreira da Silva, s/n, Trevo da Rodovia Dom Pedro I (SP-065), Km 129, Vila Brandina, na Cidade de Campinas, Estado de São Paulo,Avenida I, número 208, Quadra B-37, Lote 02, bairro Jardim Goiás, CEP 74810-075, da cidade de Goiânia, Estado de Goiás","2023-04-13 00:29:07"
"HBRH11","Híbrido",92.6,8.97,8.29,0.82,256706000,25576,5,8510.48,834.26,9.8,2.83,"Av. Domingos Odália Filho, 301, Cidade de Osasco/SP,Avenida Armando Lombardi, 400 Rio de Janeiro - RJ, Avenida Pereira Barreto nº 1.479, São Bernardo do Campo/SP, Rua Pequetita, 111, Cidade de São Paulo/SP, Av. Ayrton Senna, 2.500, Barra da Tijuca, na Cidade do Rio de Janeiro/RJ","2023-04-13 00:29:07"
"HBTT11","Títulos e Val. Mob.",1055,6.53,0,1.19,190126000,0,0,0,0,0,0,"","2023-04-13 00:29:07"
"HCHG11","Outros",80,6.58,14.2,0.8,9.6e+07,27486,0,0,0,0,0,"","2023-04-13 00:29:07"
"HCRI11","Hospital",236.95,8.42,8.37,0.77,47390000,37088,1,8598.47,1178.82,13.71,0,"Rua Das Perobas, 344, Vila Parque Jabaquara, São Paulo/SP, Brasil, 04321-120","2023-04-13 00:29:07"
"HCTR11","Títulos e Val. Mob.",53.5,17.66,27.19,0.45,1181500000,10412500,0,0,0,0,0,"","2023-04-13 00:29:07"
"HDEL11","Logística",104.53,1.96,1.83,1.22,4388480,978,0,0,0,0,0,"","2023-04-13 00:29:07"
"HFOF11","Títulos e Val. Mob.",65.15,11.6,11.27,0.85,1499230000,1063180,0,0,0,0,0,"","2023-04-13 00:29:07"
"HGAG11","Outros",36.4,-3.79,6.7,1.51,9036370,27568,0,0,0,0,0,"","2023-04-13 00:29:07"
"HGBS11","Shoppings",185.06,8.74,8.66,0.84,1850600000,1971160,12,3661.64,319.91,8.74,4.77,"Av. Francisco Matarazzo s/n, Bloco B, São Paulo - SP,R Dr. João Ribeiro, 304 - Penha de França, São Paulo - SP,Rua Cap. Pacheco e Chaves, 313 - Mooca, São Paulo - SP,Av. Rio Negro, 1.100, Franca - SP,Rua Sete de Setembro, 555 , Suzano - SP,Rua Manoel da Nobrega, 712, Centro, Diadema - SP,Rua Conselheiro Moreira de Barros, 2.780, São Paulo - SP,Av. José Monteiro Figueiredo, 500 - Duque de Caxias, Cuiabá - MT,Av. Santa Barbara, 777 - Vila Mollon IV, Santa Bárbara D Oeste - SP,Av. das Nações Unidas, 4777, São Paulo - SP,Av. Rotary, 624 - Centro, São Bernardo do Campo - SP,BR-116, 236 - Rio Branco, Novo Hamburgo - RS","2023-04-13 00:29:07"
"HGCR11","Títulos e Val. Mob.",101.65,11.85,13.85,1.01,1567250000,3455040,0,0,0,0,0,"","2023-04-13 00:29:07"
"HGFF11","Títulos e Val. Mob.",70.3,11.45,10.87,0.84,201311000,733832,0,0,0,0,0,"","2023-04-13 00:29:07"
"HGIC11","Títulos e Val. Mob.",92.79,4.54,13.07,0.79,42934600,21348,0,0,0,0,0,"","2023-04-13 00:29:07"
"HGJH11","Lajes Corporativas",191.29,8.87,0,0.64,335342000,0,2,26476.3,2561.57,9.67,0,"Rua Amauri, 255 - São Paulo - SP,Rua Jerônimo da Veiga, 384 - São Paulo - SP","2023-04-13 00:29:07"
"HGLG11","Logística",160.05,6.91,10.2,1.04,3754240000,4915380,19,3104.78,224.32,7.23,6.75,"Estrada do Pedregoso, 900, Freguesia de Campo Grande, RJ,Avenida Parque B, 347, Betim, MG,Rodovia SP 101, Km 9,5, Hortolândia , SP,Avenida das Indústrias, s/n, CPI 5000, Vinhedo, SP,Rodovia Anhanguera, 317.5, Ribeirão Preto - SP,Estrada Joaquim Bueno Neto, 9835, Itupeva, SP,Rodovia BR 101, 5225, Cabo de Santo Agostinho, PE,Rua da Harmonia  Parque Industrial de Betim, Betim - MG,Rodovia BR-381, s/n, km 483, Pista Norte, Jardim Piemonte, Betim, MG,Avenida SN 1, 280, Parque Duque, Duque de Caxias - RJ,Avenida Brasil, 3.464, Rio Claro, SP,Rua Atílio Biscuola, 1831, Louveira , SP,Rua Antônio Utrilla, 349, Guarulhos, SP,Rua Iguaçu, 291/383, Blumenau, SC,Rua Ambrósio Molina, 1090/1100, São José dos Campos, SP,Av. Guido Caloi, 1.935, São Paulo, SP,Rodovia Eng. Thales de Lorena Peixoto Júnio, Km 9.5, São Carlos, SP,Rua Tobias Bueno de Oliveira, 701, Monte Mor, SP,Estrada Municipal José Geraldo Aparecido e Rua Josepha Gomes de Souza, Extrema, MG","2023-04-13 00:29:07"
"HGPO11","Lajes Corporativas",240.29,7.06,7.59,0.8,421242000,452680,2,33258.3,2561.57,7.7,0,"Rua Jerônimo da Veiga, 384 - São Paulo - SP,Rua Amauri, 255 - São Paulo - SP","2023-04-13 00:29:07"
"HGRE11","Lajes Corporativas",114.85,5.93,8.37,0.73,1357270000,1732270,19,6856.9,540.81,7.89,21.89,"Rua José Lari e Rua Pedro Mari, Lotes 13 a 23 - Taboão da Serra - SP,Alameda Campinas, 1.070 - São Paulo - SP,Av Dr Chucri Zaidan, 2460 - São Paulo - SP,Rodovia Dom Pedro I, Km 69 - Atibaia - SP,Avenida Eng. Carlos Berrini, 105 - São Paulo - SP,Rua Verbo Divino, 1.488 - São Paulo - SP,Rua Martiniano de Carvalho, 851 - São Paulo - SP,Rua Flórida, 1.595 - São Paulo - SP,Avenida Brigadeiro Faria Lima, 1.355 - São Paulo - SP,Av. Dolores Alcaraz Caldas, 90 - Porto Alegre - RS,Av. Presidente Vargas, 3.131 - Rio de Janeiro - RJ,Rua Francisco Nunes, 1.395 - Curitiba - PR,Rua Lauro Muller, 116 - Rio de Janeiro - RJ,Rua Alegria, 86 - São Paulo - SP,Avenida Marcos Penteado Ulhôa Rodrigues, 939 - Barueri - SP,Avenida das Nações Unidas, 11.633 - São Paulo - SP,Av. Maria Coelho Aguiar, 215 - São Paulo - SP,Rua Antônio das Chagas, 1.657 - São Paulo - SP,Avenida Braz Leme, 1.000 - São Paulo - SP","2023-04-13 00:29:07"
"HGRU11","Híbrido",115.2,8.32,9.86,0.93,2120420000,3263350,73,4195.71,390.43,9.31,0,"R. José Bonifácio, 48, Itapira, SP,R. Presidente Antonio Carlos, 160, Passos, MG,Av. Professor Francisco Morato, 2585, Butantã, SP,Av. Angélica, 2563, Bela Vista, SP,R. Um De Março, 129, Barra Bonita, SP,Ladeira Capitão Moraes, 49, Itapecerica da Serra, SP,R. Antonio Agu, 126/136, Osasco, SP,Rod. Curitiba Ponta Grossa, km 65, Barigui, PR,Rua Miguel Petroni, 5.170, D.F. Embare Cabeceira do Can Can, São Carlos, SP,R. Dr. Gabriel Rib. Dos Santos, 40, Apiaí, SP,R. Dez, 482, Guaíra, SP,Av. Barão De Mauá, 74, Mauá, SP,Praça Da Matriz, 106, Tatuí, SP,Rod. BR 050 Km 73, nº 7085, Fazenda Buriti, Uberlândia, MG,Av. Dr. Jorge Tibiriça, 565, Cruzeiro, SP,Praça Antonio Carlos, 190, Machado, MG,Praça Capitão Vicente Dias, 135, São José Do Rio Pardo, SP,Av.Garcia Rodrigues Paes(Acesso Norte),s/n-Área C4, Joquei Clube II, Juiz de Fora, MG,Av. Brasil, 1400, Ivaiporã, PR,R. Assis Figueiredo, 1422, Poços de Caldas, MG,Av. Imperatriz Leopoldina, 550, Vila Leopoldina, São Paulo, SP,Av. Joaquina Ramalho, 340, Vila Guilherme, SP,R. Floriano Peixoto, 575, Capão Bonito, SP,Rua Amazonas Ribas, 402 e R. São Pedro, 1213, Itararé, SP,Av. Brasil, 1168, Pereira Barreto, SP,Rua Padre Adelino, 685, Belém, SP,Rua Quatá, 67, Vila Olímpia, São Paulo, SP,R. Vinte, 776, Barretos, SP,R. Campos Sales, 703, Itapetininga, SP,Praça Bom Jesus, 154, Palmas, PR,Rod. Dom Pedro I, km 132, Parque Imperador, SP,Av. Jabaquara, 2979, Mirandópolis, SP,R. Rui Barbosa, 0226, Araguari, MG,Av. Paraná, Esq. R. D. Pedro Ii, 112, Ibiporã, PR,R. Nove De Julho, 1223, Mirandópolis, SP,Av. Horácio Klabin, 205 e 215, Telêmaco Borba , PR,Av. Rio Branco, 511, Adamantina, SP,Av. Presidente Roosevelt, 902, Dracena, SP,Av. Rio Grande Do Sul, 671, Marechal Cândido Rondon, PR,Av. Mate Laranjeiras, 496, Guaíra - PR, PR,Rua Lúcia Viveiros, 4511, Neópolis, Natal, RN,R. Barão De Jundiai, 736, 740 e 744, Jundiaí, SP,Av. Presidente Vargas, 670, Presidente Epitácio, SP,Rod. Fernão Dias, 3700 - Km 3,5, Riacho Pedras, Contagem, MG,Av. Rui Barbosa, 447, Carapicuíba, SP,R. Floriano Peixoto, 963, 967, 971 e 975, Itu, SP,R. Deputado Claro César, 200, Pindamonhangaba, SP,Av. Cassiano Ricardo, 1993, Jardim Alvorada, SP,Rua Xingu, 179, Stiep, BA,R. São Paulo, 540/546/552 e 566, Belo Horizonte, MG,R. Dr. Pinheiro, 294/312, Itapeva, SP,R. Xv De Novembro, 0352, Paranaguá, PR,Rod. Raposo Tavares, 23.033, Granja Viana, SP,Rua Marechal Deodoro, 2785, Ferrazópolis, SP,Av. Bandeirantes, 892, Bandeirantes, PR,Av. Condessa D Vimieiros, 17, Itanhaém, SP,Praça Rui Barbosa, 157, Olímpia, SP,Estrada do Ribeira, 144, Atuba, PR,Rod. Melo Peixoto, 1314 - BR 369 - Km.159, Pq.Maracanã, Cambé, PR,R. Treze De Maio, 0186, Amparo, SP,Av. Moisés Lupion, 610, Goioerê, PR,R. São Luiz, 693, Marília, SP,R. Dr. Ataliba Leonel, 671, Taquarituba, SP,Av. Coronel Cacildo Arantes, 50, Parque Hiléia, Uberaba, MG,Rua Sete de Setembro, 608 e 617, Piraju, SP,R. Vinte E Um De Abril, 162, Lins, SP,R. General Osório, 323, Ribeirão Preto, SP,Rod. BR 230 - Km. 27, s/nº , Esp","2023-04-13 00:29:07"
"HLOG11","Logística",81,10.32,9.56,0.7,344250000,28811,5,1694.64,204.07,12.04,1.26,"Galpão na Rodovia Miguel Melhado Campos, SP-324, Km 81,5, Itupeva - SP,Rua Citlog, 333, Bairro Aeroporto, Varginha - MG,Rua Costa Barros, 3089, Vila Prudente, São Paulo - SP,Rodovia Engenheiro Ermínio de Oliveira Penteado, SP-073, Salto - SP","2023-04-13 00:29:07"
"HMOC11","Shoppings",226.95,2.17,0,0.95,86698800,0,0,0,0,3.27,0,"Rua Manoel da Nobrega, 712, Centro, Diadema - SP","2023-04-13 00:29:07"
"HOFC11","Lajes Corporativas",25.07,14.42,10.09,0.28,94739600,131357,4,2152.12,495.97,23.05,40.29,"Rua Bela Cintra, 986, São Paulo - SP,Av. Morumbi, 8.234, São Paulo - SP,Alameda Santos, nº 1.039, São Paulo - SP,Av. das Nações Unidas, 17.891, São Paulo - SP","2023-04-13 00:29:07"
"HOSI11","Híbrido",57.68,9.66,10.31,0.62,33076600,431838,0,0,0,0,0,"","2023-04-13 00:29:07"
"HPDP11","Shoppings",71,8.03,7.66,0.8,206526000,2163,1,1620.78,141.78,8.75,0.88,"Av. Guilherme Campos 500, Campinas - SP","2023-04-13 00:29:07"
"HRDF11","Híbrido",0.89,-0.83,0,0.78,6752540,490,0,0,0,0,0,"","2023-04-13 00:29:07"
"HREC11","Títulos e Val. Mob.",75.07,14.05,15.65,0.84,387118000,547396,0,0,0,0,0,"","2023-04-13 00:29:07"
"HSAF11","Títulos e Val. Mob.",76,11.4,15.31,0.84,192003000,394984,0,0,0,0,0,"","2023-04-13 00:29:07"
"HSLG11","Logística",77.02,8.86,10.61,0.74,975078000,661358,5,2002.88,193.44,9.66,0.38,"Rodovia Coronel PM Nelson Tranchesi, números 740 e 990, no município de Itapevi, Estado de São Paulo,Rod. BR 116 (Contorno Leste), nº 7000, no município de São José dos Pinhais, Estado do Paraná,,Avenida Comendador Masatoshi Shinmyo, nº 300, no município de Arujá, estado de São Paulo,Avenida Torquato Tapajós, 5709 - Novo Israel, Manaus - AM,Rodovia Municipal Vereador Joaquim Costa, nº 2000, no município de Contagem, Estado de Minas Gerais","2023-04-13 00:29:07"
"HSML11","Shoppings",80.13,10.07,10.03,0.83,1264500000,2167300,7,8353.2,701.69,8.4,4.2,"Av. dos Autonomistas, 1828 - Industrial Autonomistas, Osasco - SP, 06020-010,Av. Menino Marcelo, 3800 - Cidade Universitária, Maceió - AL, 57073-900,Rodovia Raposo Tavares, Km 23, CEP: 06709-015 Lageadinho - Cotia/SP ,Av. Santa Beatriz da Silva, 1501 - São Benedito Uberaba MG,Rua Paranabi, 218-224, CEP: 02307120, Tucuruvi, São Paulo-SP,Estrada da Floresta, 2320, CEP: 69912900, Floresta Sul, Rio Branco - AC,Avenida Luiz Viana, nº 8544, CEP 41730-101 - Alphaville - Salvador, BA","2023-04-13 00:29:07"
"HSRE11","Híbrido",103,6.93,7.09,1.07,877361000,144240,27,8543.31,689.81,8.07,0,"Rua Oswaldo Cruz nºs 298 e 290; Rua Sete de Setembro nºs 615, 621, 627 e 631; Rua José Augusto Correa nº 295, e está situado na Cidade de São Luís do Maranhão, Maranhão,Cidade de Belo Horizonte, Minas Gerais, na Avenida Cristiano Machado, 4.000,Cidade de Belo Horizonte, Minas Gerais, Rua Goitacazes, 182,Cidade de Goiânia, Goiás, na Avenida T-10, 1.300,Cidade de Salvador, Estado da Bahia, na Avenida Centenário, 2.992,Cidade de Recife, Pernambuco, na Avenida Conde da Boa Vista, 484,Cidade de Duque de Caxias, Rio de Janeiro, na Praça Pacificador, 39,Cidade de Brasília, Distrito Federal, no Setor Comercial Sul Q.6, Asa Sul,Cidade de São Paulo, São Paulo, na Av. São João, 455 e Rua 24 de Maio, 70/90,Cidade de Niterói, Rio de Janeiro, na Rua Quinze de Novembro, 08,Cidade de Campinas, São Paulo, na Rua Treze de Maio nº 520,Cidade de Fortaleza, Estado do Ceará, na Avenida Washington Soares, 85,Cidade de Salvador, Estado da Bahia, na Avenida Centenário, 2.992,Cidade do Rio de Janeiro, Rio de Janeiro, na Rua Barão de São Francisco, 236,Cidade de Nova Iguaçu, Rio de Janeiro, na Avenida Nilo Peçanha, 176 e 186,Cidade do Rio de Janeiro, Rio de Janeiro, na Rua Conde do Bonfim, 366,Cidade do Rio de Janeiro, Rio de Janeiro, na Avenida Nossa Senhora de Copacabana, 749,Cidade do Rio de Janeiro, Rio de Janeiro, na Avenida Dom Helder Câmara, 5.474,Cidade de São Paulo, São Paulo, na Av. São João, 455 e Rua 24 de Maio, 70/90,Cidade de Maceió, Estado de Alagoas, na Avenida Comendador Gustavo Paiva, 2.990,Alameda dos Tabajaras nº 50, na Cidade do Rio de Janeiro, Rio de Janeiro,Cidade de Curitiba, Paraná, na Rua Brigadeiro Franco, 2.300,Cidade de Santo André, São Paulo, na Avenida Pereira Barreto nº 42,Cidade do Rio de Janeiro, Rio de Janeiro, na Rua do Ouvidor, 186,Cidade de Vitória, Espírito Santo, na Avenida Jerônimo Monteiro, 1.000,Cidade de Belo Horizonte, Minas Gerais, Avenida Presidente Carlos Luz, 3.001,Cidade de Belém, Pará, na Travessa Padre Eutíquio, 1.078","2023-04-13 00:29:07"
"HTMX11","Hotel",103.99,9.56,6.87,0.75,156436000,220046,24,4491.32,308.26,6.86,0,"R. Manuel Guedes 320, 107, São Paulo, SP, 04536-070,Av. Ibirapuera 2577, 107, São Paulo, SP, 04029-200,Rua Iguatemi 150, 107, São Paulo, SP, 01451-010,Av Roque Petroni Jr. 801, 107, São Paulo, SP, 04707-055,Av. Nove de Julho 3957, 107, São Paulo, SP, 01407-000,Rua Fernandes Moreira 1293, 107, São Paulo, SP, 04716-003,Rua Heinrich Hertz 14, 107, São Paulo, SP, 04575-000,Av. Eng. Luís Carlos Berrini 853, 107, São Paulo, SP, 04571-000,Rua João Cachoeira 111, 107, São Paulo, SP, 04535-010,Av. Briga Faria Lima 3989, 107, São Paulo, SP, 04538-133,Rua Fernandes Moreira 1371, 107, São Paulo, SP, 04716-003,Av. Paulista 2355, 107, São Paulo, SP, 01311-300,Rua da Consolação 2303, 107, São Paulo, SP, 01301-100,Rua Guararapes 1889, 107, São Paulo, SP, 04561-004,Alameda Campinas 540, 107, São Paulo, SP, 01404-000,R. Funchal 281, 107, São Paulo, SP, 04551-060,Rua Quintana 963, 107, São Paulo, SP, 04569-011,Rua Vergueiro 2740, 107, São Paulo, SP, 04102-001,Rua Haddok Lobo 294, 107, São Paulo, SP, 01414-000,Rua Tavares Cabral 61, 107, São Paulo, SP, 54223-030,Rua Baronesa de Bela Vista, 801, Vila Congonhas, São Paulo, SP, 04612-002,Rua Arizona 1517, 107, São Paulo, SP, 04567-010,Av. Jandira 501, 107, São Paulo, SP, 04080-001,Rua Bandeira Paulista 555, 107, São Paulo, SP, 04532-011","2023-04-13 00:29:07"
"HUCG11","Hospital",67.51,8.84,9.75,0.66,75746200,31256,2,1196.65,0,0,0,"Rua Denise Alves de Medeiros Campina Grande - Paraíba,Rua Denise Alves de Medeiros Campina Grande - Paraíba","2023-04-13 00:29:07"
"HUSC11","Outros",102,10.09,9.81,0.7,81050500,5552,1,1093.7,138.03,12.62,0,"Rodovia Cachoeiro - Safra BR 482 - Km 05, Bairro: Fazenda União - Cachoeiro do Itapemerim/ES","2023-04-13 00:29:07"
"HUSI11","Hospital",1137.61,4.42,6.39,1.02,132375000,142,1,6627.83,298.17,4.5,0,"Rua Ester Martins Bertozzo, com a Rodovia da Convenção (SP-40/70), no Bairro Canjica","2023-04-13 00:29:07"
"IAGR11","Títulos e Val. Mob.",98.5,8.87,4.12,1.01,26122200,27124,0,0,0,0,0,"","2023-04-13 00:29:07"
"IBCR11","Títulos e Val. Mob.",76.11,11.85,17.04,0.81,72945600,144930,0,0,0,0,0,"","2023-04-13 00:29:07"
"IBFF11","Títulos e Val. Mob.",66.4,8.28,2.94,0.93,44267600,0,0,0,0,0,0,"","2023-04-13 00:29:07"
"IDFI11","Híbrido",49.45,16.8,93.58,0.91,101764000,6425,1,0,0,0,0,"","2023-04-13 00:29:07"
"IDGR11","Híbrido",80.5,14.54,75.84,2.05,71110400,1007,1,0,0,0,0,"","2023-04-13 00:29:07"
"IFID11","Títulos e Val. Mob.",80.06,20.74,0,1.07,59897000,0,0,0,0,0,0,"","2023-04-13 00:29:07"
"IFIE11","Títulos e Val. Mob.",71.98,14.26,0,0.97,64817600,0,0,0,0,0,0,"","2023-04-13 00:29:07"
"IRDM11","Títulos e Val. Mob.",79.28,13.67,15.92,0.86,2888470000,6984840,0,0,0,0,0,"","2023-04-13 00:29:07"
"IRIM11","Híbrido",85.49,12.86,16.19,0.88,164141000,68593,0,0,0,0,0,"","2023-04-13 00:29:07"
"ITIP11","Títulos e Val. Mob.",71.29,23.29,14.79,0.95,53335700,125351,0,0,0,0,0,"","2023-04-13 00:29:07"
"ITIT11","Títulos e Val. Mob.",72.52,14.16,9.45,0.98,65303800,110969,0,0,0,0,0,"","2023-04-13 00:29:07"
"JASC11","Outros",100,2.25,3.49,0.96,182029000,24753,6,9909.76,9.88,0.1,0,"Av. Washington Soares, 3535, Bairro: Edson Queiroz/ Fortaleza-CE,Avenida Sargento Hermínio, Ceara,Avenida Sargento Hermínio, Ceara,Av. 13 de maio, 755, Bairro de Fátima - Fortaleza - CE,Av Deputado Oswaldo Studart com a Treze de Maio, cidade de Fortaleza, estado do Ceará,Avenida Godofredo Maciel, nº 2.560","2023-04-13 00:29:07"
"JBFO11","Títulos e Val. Mob.",92.01,7.67,7.81,1.13,117687000,0,0,0,0,0,0,"","2023-04-13 00:29:07"
"JFLL11","Residencial",60.99,19.01,12.21,0.6,91521500,55448,2,6166.59,1258.94,20.42,39.05,"Av. Dr. Cardoso de Melo, 699, Vila Olímpia, São Paulo  SP,Av. Eusébio Matoso, 218 - Pinheiros, São Paulo - SP","2023-04-13 00:29:07"
"JGPX11","Híbrido",96.5,10.69,14.76,1,81841400,154334,0,0,0,0,0,"","2023-04-13 00:29:07"
"JPPA11","Híbrido",93.01,10.95,20.21,0.95,84085700,342737,0,0,0,0,0,"","2023-04-13 00:29:07"
"JPPC11","Híbrido",121,-6.23,0.14,0.33,6655000,510,0,0,0,0,0,"","2023-04-13 00:29:07"
"JRDM11","Shoppings",80.01,8.1,9.1,0.9,201863000,25130,1,6918.21,691.64,10,1.2,"Avenida Giovanni Gronchi, 5819, Vila Andrade, São Paulo/SP, Brasil, 05724-003","2023-04-13 00:29:07"
"JSAF11","Títulos e Val. Mob.",81.29,11.37,13.57,0.89,127873000,371193,0,0,0,0,0,"","2023-04-13 00:29:07"
"JSRE11","Híbrido",61.52,9.38,9.4,0.55,1277610000,2035090,6,10807.2,1192.72,11.04,8.84,"Av. Das Nações Unidas, 14171, São Paulo - SP,Av. Das Nações Unidas, 14171, São Paulo - SP,Av. Jornalista Roberto Marinho, 85, Cidade Monções, Sao Paulo - SP,Praia de Botafogo, 440, Botafogo, Rio de Janeiro - RJ,Av. Paulista, 2064, Bela Vista, São Paulo - SP,Rua Eugênio de Medeiros, 303, Pinheiros, São Paulo - SP","2023-04-13 00:29:07"
"KCRE11","Títulos e Val. Mob.",89.13,9.05,9.94,0.91,320868000,523155,0,0,0,0,0,"","2023-04-13 00:29:07"
"KEVE11","Residencial",999.98,1.08,7.65,1.08,147698000,8459,0,0,0,0,0,"","2023-04-13 00:29:07"
"KFOF11","Títulos e Val. Mob.",74.4,11.6,11.32,0.85,337279000,727613,0,0,0,0,0,"","2023-04-13 00:29:07"
"KINP11","Residencial",9.82,-0.98,54.34,2.65,70192700,45392,1,0,0,0,0,"","2023-04-13 00:29:07"
"KISU11","Títulos e Val. Mob.",7.63,11.96,11.87,0.91,337216000,807874,0,0,0,0,0,"","2023-04-13 00:29:07"
"KIVO11","Títulos e Val. Mob.",82.6,9.74,18.96,0.86,100369000,152960,0,0,0,0,0,"","2023-04-13 00:29:07"
"KNCA11","Títulos e Val. Mob.",103.04,6.65,15.12,1.01,1452860000,2906760,0,0,0,0,0,"","2023-04-13 00:29:07"
"KNCR11","Títulos e Val. Mob.",96.84,8.25,13.84,0.96,5529280000,9642300,0,0,0,0,0,"","2023-04-13 00:29:07"
"KNHY11","Títulos e Val. Mob.",97,9.43,13.12,0.98,1793610000,2137480,0,0,0,0,0,"","2023-04-13 00:29:07"
"KNIP11","Títulos e Val. Mob.",90.45,5.82,12.63,0.96,7243070000,7683310,0,0,0,0,0,"","2023-04-13 00:29:07"
"KNRE11","Residencial",0.67,52.7,46.84,0.87,12426600,14341,0,0,0,0,0,"","2023-04-13 00:29:07"
