"papel","segmento","cotacao","ffo_yield","dividend_yield","p_vp","valor_de_mercado","liquidez","qtd_de_imoveis","preco_do_m2","aluguel_por_m2","cap_rate","vacancia_media","endereco","data_atualizacao"
"RBRI11","Híbrido",999.89,-2.14,0,0.82,132072000,0,0,0,0,0,0,"","2023-04-13 00:29:07"
"RBRL11","Logística",70.04,9.92,10.88,0.66,468360000,402240,5,1553.8,195.39,12.58,0,"Estrada Municipal Luiz Lopes Neto, nº 21, Bairro dos Tenentes - Extrema/MG,Estrada Municipal Vargem do João Pinto nº 450, Gleba 1 - Extrema/MG,Rod. Presidente Tancredo Neves, km45,Condomínio Tech Town, unid nº7, Rodovia SP 101, Hortolândia, Comarca de Sumaré/SP,Est Carlos Roberto Prataviera, nº 650, Hortolândia, Comarca de Sumaré/SP","2023-04-13 00:29:07"
"RBRM11","Títulos e Val. Mob.",160000,26.84,32.6,3.41,86240000,0,0,0,0,0,0,"","2023-04-13 00:29:07"
"RBRP11","Outros",43.98,11.05,10.23,0.56,535641000,698122,10,7738.74,906.88,11.72,0,"Rua Casa do Ator, 1.155 - Vila Olímpia - São Paulo - SP, Alameda Grajaú, nº 98  Alphaville Industrial, Barueri/SP,Rua Cincinato Braga, 340 - Bela Vista - São Paulo - SP,Rua Amauri, 299, 311 (lojas) e 305 (entrada), Jardim Paulistano.,Avenida João Dias n° 1.645 - Santo Amaro, São Paulo - SP,Rua Gomes de Carvalho, 1.356, São Paulo - SP,Avenida Venezuela, 43 - Saúde - Rio de Janeiro - RJ,Av. República do Chile, 230  Centro, Rio de Janeiro - RJ,Rua Gerivatiba, esquina com a Rua Pirajussara, nºs 71,
87 e 95, com frente também para a Rua Desembargador Armando Fairbanks, nº 32,
Pinheiros, São Paulo  SP.,Av. Brigadeiro Faria Lima nº 1.461, Pinheiros, São Paulo/SP","2023-04-13 00:29:07"
"RBRR11","Títulos e Val. Mob.",86.48,10.75,13.56,0.92,1162200000,3277490,0,0,0,0,0,"","2023-04-13 00:29:07"
"RBRS11","Híbrido",50.99,9.8,10.41,0.54,88431900,14575,3,7896.98,791.66,10.02,9.52,"Rua Dr. Tomás Alves, 172 e 184, Vila Mariana, São Paulo - SP,Rua Apeninos, 973, Paraíso, São Paulo - SP,Av. Sabiá, 641, Indianápolis, São Paulo - SP","2023-04-13 00:29:07"
"RBRX11","Títulos e Val. Mob.",84.34,9.38,10.97,0.9,158617000,591100,0,0,0,0,0,"","2023-04-13 00:29:07"
"RBRY11","Títulos e Val. Mob.",93.46,10.11,15.01,0.94,518404000,1374830,0,0,0,0,0,"","2023-04-13 00:29:07"
"RBTS11","Outros",1121,-1.66,31.57,1.04,63364500,0,0,0,0,0,0,"","2023-04-13 00:29:07"
"RBVA11","Outros",90.95,12.2,13.14,0.84,1053950000,790218,78,7777.63,1113.04,14.31,7,"Av. Paulista, 1.227,Rua Haddock Lobo, 1573, Jardins,Av. João Pinheiro, 500 - MG,Av. Rio Branco, 115 - RJ,Av. Cons. Rodrigues Alves, 53 - SP,Av. Sto. Amaro, 3332 - SP,Rua Mariz e Barros, nº 79 - Rio de Janeiro - RJ,Av. Imirim, nº 1.271 - São Paulo - SP,Rua Dias da Cruz, nº 28-A - Rio de Janeiro - RJ,Av. 1, 500  Rio Claro - SP,Rua Desembargador Góes Cavalcante, nº 261 - Recife - PE,Av. Duque de Caxias - SP,R Barao de Jundiai 884 - SP,Rua Dr. Feliciado Sodré, 111 - RJ,Rua 7 de Setembro, 1100 - RS,R. Cel. Souza Franco, 115 - Suzano - SP,R. Santos Dumont, 599 - Ferraz de Vasconcelos/SP,Alameda Santo Ângelo, 118 - Mogi das Cruzes - SP,Rua Guerino Giovani Leardini, nº 63/67 - São Paulo - SP,Av. Senador Queiroz, nº 85 a 111 - Lj 1 a 3 - São Paulo - SP,Av. Barão de Itapura, nº 2233 - Campinas - SP,Rua 12, 239 - RJ,Rua. Sem. Flaquer, 305 - SP,Av. Senador Queiroz, nº 85 a 111 - Lj 4 e 5 - São Paulo - SP,Estrada de Itapecerica, nº 3.429 - São Paulo - SP,Rua dos Italianos, 609 - São Paulo - SP,Av. Marechal Floriano Peixoto, nº 2.370 - N Iguaçu - RJ,Rua Dr. Nilo Peçanha, nº 125 - São Gonçalo - RJ,Av. Santa Catarina, 287 - São Paulo - SP,Av. Padre Antônio Jose Dos Santos, nº 872 - São Paulo - SP,Av. Paulista, 436 - SP,R Mal Deodoro 195 - PR,Rua Imp. Dom Pedro II, 255 - PE,Praça Pio X, 78 - RJ,Av. República do Chile, nº 230 - Rio de Janeiro - RJ,Av. de Pinedo, nº 228 - São Paulo - SP,Rua Antônio Vieira, nº 24 - Loja A - Rio de Janeiro - RJ,Av. das Américas, nº 15.545 - Rio de Janeiro - RJ,Rua Alves Guimarães, nº 50, Pinheiros - SP,Rua Oscar Freire, 585, Jardins,Rua Floriano Peixoto 00915 - CE,Rua João de Almeida, 72 - RJ,Av. Paulista, 726 - L1 - SP,Av. Rio Branco, 311-B - Rio de Janeiro - RJ,Est. Rio do A, 1131 - Campo Grande - RJ,Av. do Cursino, nº 1348 - São Paulo - SP,R. Pedro Vicente, 222 - São Paulo - SP,Av. do Imperador, 3892 - São Paulo/SP,EQ 406/407-SUL  Lote 1 - Brasília - DF,Av. Brigadeiro Faria Lima, 2232,Praça Tiradentes, 85 - MG,Rua Buenos Aires, 48 - RJ,Av Paulista 447 Loja - SP,Av. Rio Branco, nº 1.675 - loja - São Paulo - SP,Rua Visconde de Pirajá, nº 127 - Rio de Janeiro - RJ,Avenida das Esmeraldas, 512 - Osasco - SP,Rua das Palmeiras, nº 233 - loja - São Paulo - SP,Rua Santa Filomena, nºs 677, 687 e 697, Centro - SBC - SP,R. Marechal Deodoro - SP,Av. Liberdade, 151 - SP,Av. Mateo Bei 3286 - SP,Rua da Quitanda, 70 - RJ,Estrada de Taipas, 355 - São Paulo/SP,Rua Salvador Gianetti, nº 436 - São Paulo - SP,Rua Paes Leme, 250/258 - São Paulo - SP,Av. Indianópolis, nº 2.125 - São Paulo - SP,Via Anchieta, nº 1.558 - São Paulo - SP,Estrada do Pernambuco, nº 500 - Guarujá - SP,Av. Afrânio de Melo Franco, 131 - Leblon - RJ,Rua Pedro I 00373 - CE,Praça Visconde de Mauá, 20 - SP,Av Eng. Luiz Carlos Berrini, 1307 - SP,Av. Marechal Câmara, nº 160 - Rio de Janeiro - RJ,Rua Sesefredo Klein Doll, 12 - Embu-Guaçu - SP,Av. Maria Luiza Americano, 1688 - São Paulo/SP,Lg. Páteo do Colégio, 1 - São Paulo - SP,Av. Mateo Bei, 413 - São Paulo/SP","2023-04-13 00:29:07"
"RBVO11","",8.93,2.39,21.68,0.52,4606310,1396,0,0,0,0,0,"","2023-04-13 00:29:07"
"RCFF11","Títulos e Val. Mob.",110,7.57,2.67,1.22,35552000,4972,0,0,0,0,0,"","2023-04-13 00:29:07"
"RCRB11","Lajes Corporativas",109.46,3.85,7.86,0.53,403983000,477674,9,9848.16,971.04,9.86,22.84,"Av. Juscelino Kubitschek, 510, Itaim Bibi, São Paulo/SP,Rua Girassol, 555  Vila Madalena,Rua da Candelária nº 65, Centro, Rio de Janeiro/RJ,Avenida Paulista, 37, São Paulo/SP,Rua Surubim, 373, Brooklin Novo, São Paulo/SP,Alameda Santos, 1.800 - Jardins,Alameda Santos, 1163, Cerqueira César, São Paulo/SP,Praia do Flamengo nº 154, Flamengo, Rio de Janeiro/RJ,Rua Olimpiadas. 205, São Paulo SP","2023-04-13 00:29:07"
"RCRI11B","Híbrido",1200,4.39,0,1.16,61214400,0,0,0,0,0,0,"","2023-04-13 00:29:07"
"RDES11","Híbrido",58,-0.77,0,0.84,43036000,0,3,3112.6,289.9,9.31,47.02,"Rua Antônio Lumack, 96, Boa Viagem - PE,Rua Padre Carapueiro, 733, Boa Viagem - PE,Avenida Trancedo Neves, 450 - Caminho das Árvores, Salvador - BA","2023-04-13 00:29:07"
"RDPD11","Títulos e Val. Mob.",23.31,55.85,112.73,0.84,25129200,52538,0,0,0,0,0,"","2023-04-13 00:29:07"
"RECR11","Títulos e Val. Mob.",76.59,15.8,15.53,0.8,2025170000,3973740,0,0,0,0,0,"","2023-04-13 00:29:07"
"RECT11","Híbrido",50,11.59,12.15,0.54,427175000,446030,9,5501.96,690.08,12.54,11.05,"Alameda Rio Claro, 190, Bela Vista, São Paulo - SP,Av. Dona Ana Costa, nº 433, cidade de Santos - SP,Complexo Madeira, Alameda Madeira, nº 328, na cidade de Barueri - SP,Av. Europa, nº 884, lote 3, quadra 6, no 20º Subdistrito  Jardim América, São Paulo - SP,Av. Ayrton Senna, 2200 - Barra da Tijuca - Rio de Janeiro - RJ,Alameda Xingu, 512 - Alphaville - Barueri - SP,Av. Tamboré, 267 - Alphaville - Barueri - SP,SHCS Q.6 BL A, 7º, 8º E 12º andares - Brasília - DF,Corporate Emiliano, Rua Emiliano Perneta, 480, Curitiba, PR","2023-04-13 00:29:07"
"RECX11","Títulos e Val. Mob.",65.5,13.76,13.19,0.86,14299500,7567,0,0,0,0,0,"","2023-04-13 00:29:07"
"REIT11","Títulos e Val. Mob.",178,1.52,65.18,0.6,4679800,167,0,0,0,0,0,"","2023-04-13 00:29:07"
"RELG11","Híbrido",51.4,16.32,18.04,0.42,68596500,161886,5,986.9,184.74,18.72,15.06,"Avenida Wilson Tavares Ribeiro, nº 800,Rua Josepha Gomes de Souza, 306, Extrema/MG,Av. Bahia, nº 1.000,Lote 12 da Quadra 06, no município de Queimados - Rio de Janeiro,Via de Ligação, 109, Polo Industrial, Camaçari/BA,Estrada dos Estudantes, 600, Cotia/SP","2023-04-13 00:29:07"
"RFOF11","Títulos e Val. Mob.",65.2,8.32,13.92,0.85,70296300,73557,0,0,0,0,0,"","2023-04-13 00:29:07"
"RINV11","Títulos e Val. Mob.",95.1,0.86,1.87,1,28542300,238106,0,0,0,0,0,"","2023-04-13 00:29:07"
"RMAI11","Híbrido",46.5,0.88,6.67,0.47,113637000,12541,2,2820.68,159.88,5.67,35.76,"Rua José Versolato, 111, Centro, São Bernardo do Campo/SP.,Avenida Armando Morais Sarmento, nº 100, Distrito Industrial de Queimados, Cidade de Queimados, Estado do Rio de Janeiro","2023-04-13 00:29:07"
"RNDP11","Títulos e Val. Mob.",111.4,-4.28,120.97,0.6,11973400,9087,0,0,0,0,0,"","2023-04-13 00:29:07"
"RNGO11","Lajes Corporativas",48.5,10.36,10.36,0.56,129786000,87638,4,2368.91,294.53,12.43,16.21,"Alameda Rio Negro, 585- Alphaville Industrial, Barueri- SP,Alameda Rio Negro, 585- Alphaville Industrial, Barueri- SP,Alameda Rio Negro, 585- Alphaville Industrial, Barueri- SP,Alameda Rio Negro, 585- Alphaville Industrial, Barueri- SP","2023-04-13 00:29:07"
"ROOF11","Outros",770,-8.56,32.09,1.13,59671200,0,110,71.5,0.34,0.47,0,"Rua Dona Luiza Tolle, 519, AP 81, São Paulo - SP, 02406-000,Rua Padre João Goetz, 1111, AP 24D, Presidente Prudente - SP, 19061-460,Rua Flavio de Melo, 156, Apto 91, São Paulo - SP, CEP 04117-130,Rua Coronel Albino,2397, APT 202, Presidente Prudente - SP, CEP 05128-030, Edif Via Colomba, R Alves Guimaraes, 623, apto 21,Rua Cardoso de Almeida, 654, Apto 81, São Paulo - SP, CEP 05013-000,Rua Esperia, 30, São Paulo - SP, 01433-060,Rua Padre João Goetz, 1111, AP 13A, Presidente Prudente - SP, 19061-460,Rua Madre de Deus, 1285, APT 131, São Paulo - SP, CEP 03119-001,Rua Santo Casarotti, s/n, 19060-360, Presidente Prudente, SP,Rua Antônio Corrêa de Almeida, 852, Presidente Prudente - SP, 19067-180,Rua Carlos Weber, 950, AP 184, São Paulo - SP, 05303-000,Rua Enoch Pereira de Souza, 165, Presidente Prudente - SP, 19064-275,Avenida Itaboraí, 424, Apto Duplex 172, São Paulo - SP, 04135-000,Rua Augusto Gonçalves, s/n, 14305-144, Presidente Prudente, SP,Av. Barão do Melgaço, 168, AP 81, São Paulo - SP, 04533-085, Rua Apotribú, 285, APT 33, São Paulo - SP, 04302-000,Rua Itaro Koyanagui, 11, Presidente Prudente - SP - 19024-270,Edif Maison Caribean Dream, na Alameda Tupiniquins, 176 - Moema,Rua do Símbolo, 16, São Paulo - SP, 05713-570,Rua Bahia, 753, AP 191, São Paulo - SP, 01244-000,Rua Traipú, 568, APT 51, São Paulo - SP, CEP 01235-000,Avenida Carlos Queiroz Telles, 30, AP 201, São Paulo - SP, 05704-150,Rua Dona Tecla, 230, APT 67, Guarulhos - SP, CEP 07097-380,Rua Arlindo Luís Teixeira, s/n, Presidente Prudente - SP - 19024-280,Alameda Santos, 2359, AP 68, São Paulo - SP, 01419-002,Rua Dona Margarida Galvão, 203, Apto 34, Guarulhos - SP, 07051-030,Terras de São José, 217, Itu - SP, 13301-270,Rua São Wenceslau, 301, AP 45, São Paulo - SP, 04316-070,Rua Padre João Goetz, 1111, AP 34A, Presidente Prudente - SP, 19061-460,Rua Doutor Jose Elias, 227, APTO 42, São Paulo - SP, CEP 04511-011,Rua Desembargador Dalmo do Valle Nogueira, 95, APT 91, São Paulo - SP, CEP 05641-060,Rua Afonso Celso, 1102, Apto 52, São Paulo - SP, CEP 04119-061,Alameda Joaquim Eugênio de Lima, 1516, AP 33, São Paulo - SP, 01403-002,Rua Antonio Mungo, s/n, Presidente Prudente - SP, 19041-120,Avenida Nove de Julho, 1050, AP 23, São Paulo - SP, 01312-000,Rua Padre João Goetz, 1111, AP 31A, Presidente Prudente - SP, 19061-460,Avenida Zelina, 363, AP 63, São Paulo - SP, 03143-001,Rua Marieta Tenório, 170, Presidente Prudente - SP, 19063-260,Rua Castelhano, 245, AP 51, São Paulo - SP, 05728-040,Rua Jaboticabal,530, Apto 103, São Paulo - SP, 03188-000,Rua Maria Izabel da Conceição Cruz Miguel, 202, Presidente Prudente - SP, 19062-040,Rua Padre João Goetz, 1111, AP 23F, Presidente Prudente - SP, 19061-460,Rua Dom Paulo Pedrosa, 611, Apto 06, São Paulo - SP, 05687-001,Rua Santo Casarotti, s/n, 19060-360, Presidente Prudente, SP,Avenida Atílio Albertini, s/n, SP- Regente Feijó, 19570-970,Av. Coronel José Soares Marcondes, 2267, AP 124, Presidente Prudente - SP, 19013-050,CASA CEDRAL, PRESIDENT","2023-04-13 00:29:07"
"RPRI11","Títulos e Val. Mob.",95.03,8.3,10.18,0.94,213034000,346093,0,0,0,0,0,"","2023-04-13 00:29:07"
"RRCI11","Títulos e Val. Mob.",77.73,13.36,16.75,0.85,37447000,46843,0,0,0,0,0,"","2023-04-13 00:29:07"
"RSPD11","Residencial",1125,-2.13,5.42,1,167637000,0,0,0,0,0,0,"","2023-04-13 00:29:07"
"RURA11","Títulos e Val. Mob.",10.27,6.6,12.3,1.02,1002350000,1122970,0,0,0,0,0,"","2023-04-13 00:29:07"
"RVBI11","Títulos e Val. Mob.",71.21,11.62,12.37,0.87,102542000,187078,0,0,0,0,0,"","2023-04-13 00:29:07"
"RZAG11","Títulos e Val. Mob.",9.14,11.13,16.04,0.96,621889000,2207930,0,0,0,0,0,"","2023-04-13 00:29:07"
"RZAK11","Títulos e Val. Mob.",90.96,6.5,18.89,0.98,801165000,3045030,0,0,0,0,0,"","2023-04-13 00:29:07"
"RZAT11","Híbrido",84.06,14.16,2.51,0.84,311709000,822833,9,362.88,32.6,8.98,0,"Rodovia Washington Luis KM 198, , Corumbataí, SP, 13540-000,Av. Santos Dumont 4305, Mirassol, SP, 15135-160,Rua Professor Luciano Prata 204, São Paulo, SP, 02510-020,Av. Costa e Silva 1275, Campo Grande, MS, 79050-410,Av. Perimetral Norte 10001, Goiânia, GO, 74583-285,Rod. Juscelino Kubitscheck de Oliveira - BR 364, Frutal, MG, 38200-000,Rodovia BR 060 KM 504, Goiânia, GO, 75800-001,Rodovia BR 020 572, Caucaia, CE, 061663-015,Rodovia GO-070, Km 2 Qd. CH, Lt. 444, , Goiânia, GO, 74470-260","2023-04-13 00:29:07"
"RZTR11","Híbrido",82.98,13.76,15.95,0.86,916765000,2484550,16,1.78,0.32,18.03,0,"Zona rural de Nova Ubiratã/MT,Zona rural de Rio Verde/GO,Zona rural de Bom Jesus/PI,Zona rural de Serranópolis/GO,Zona rural de Campo Verde/MT,Zona rural de Rio Verde/GO,Zona rural de Buriticupu/MA,Zona rural de Sorriso/MT,Zona rural de Sambaíba /MA,Zona rural de Serranópolis/GO,Zona rural de Formosa do Rio Preto/BA,Zona rural de Sorriso/MT,Zona rural de Canarana/MT,Zona rural de Sorriso/MT,Zona rural de São Jose do Xingú/MT","2023-04-13 00:29:07"
"SADI11","Títulos e Val. Mob.",83.79,14.15,14.75,0.86,266470000,516213,0,0,0,0,0,"","2023-04-13 00:29:07"
"SAIC11B","Lajes Corporativas",37.88,-1.33,0,0.68,54158600,54,1,4719.94,0,0,100,"SIA Trecho 01  Lotes 630, 640, 650, 660, 670, 680, 690, 700, 710, 720, 730, 740, 750, 760, 770 e 780 - BRASÍLIA - DF","2023-04-13 00:29:07"
"SARE11","Híbrido",55.7,14.07,13.69,0.59,514352000,1253900,3,2274.34,279.4,12.29,0,"Rua Bela Cintra, 755, São Paulo - SP,Avenida Tucunaré , 720, Tamboré - CEP: 06460-020, Barueri - SP,Avenida João Pessoa, nº 500, Jardim Utinga, Cidade de Santo André  São Paulo - SP, CEP 09230-650","2023-04-13 00:29:07"
"SCPF11","Shoppings",4.92,5.33,5.14,0.42,20664000,3527,1,4229.47,793.87,18.77,23.16,"Rua Junqueira Ayres, 165 - Barris - Salvador - BA","2023-04-13 00:29:07"
"SDIL11","Logística",87.71,10.09,10.74,0.9,560910000,647913,6,1587.73,221.75,13.97,0.17,"BR 040, KM 23 - Contagem/MG,Avenida Ol 03, 200 - Duque de Caxias - RJ,Rua Prof. João Cavalheiro Salem, 1.289 Bonsucesso, Guarulhos/SP,Rodovia Índio Tibiriçá, nº 6.000,Avenida Ol 03, 200 - Duque de Caxias - RJ","2023-04-13 00:29:07"
"SDIP11","Lajes Corporativas",88,1.88,0,0.92,371533000,0,5,11500.6,391.97,3.41,8.35,"Rua Treze de Maio, nº 1.633  Bela Vista  São Paulo  SP, Rua Itapeva, nº 538  Bela Vista  São Paulo, SP,Rua James Joule, 65 - Berrini - São Paulo - SP,Av. Presidente Juscelino Kubitschek, 1830 e Rua Leopoldo Couto de Magalhês Júnior, 1461, no 28º Subdistrito - Jardim Paulista, São Paulo - SP,Rua Paes Leme, 524, no 45º Subdistrito  Pinheiros, São Paulo  SP","2023-04-13 00:29:07"
"SEED11","Híbrido",96.56,13.82,12.55,1.18,158358000,113065,0,0,0,0,0,"","2023-04-13 00:29:07"
"SEQR11","Outros",59.35,12.49,13.09,0.63,95467600,102463,4,2265.6,338.18,14.93,0,"Rua Walter Martins da Silva, nº 500, Santo Antônio da Patrula - RS, CEP 95500-000,Rua José Albino Pereira, 342, Jandira - SP, CEP 06612-001,Rua Nova York, 245, São Paulo - SP, CEP 04560-000,Rua Ewbank da Câmara, nº 48, Rio de Janeiro - RJ, CEP 21310-150","2023-04-13 00:29:07"
"SHDP11B","Shoppings",1210.05,6.92,7.22,0.94,1776100000,0,1,13433.5,1159.86,8.63,1.3,"Avenida Guilherme Campos 500, 500, Sem Complemento, Jardim Santa Genebra, Campinas/SP, Brasil, 13087-901","2023-04-13 00:29:07"
"SHOP11","Híbrido",71,-1.18,0,1.49,105170000,15,1,3845.99,221.41,5.76,18.1,"Avenida Centenario, 555, Passo Das Pedras, Gravataí/RS, Brasil, 94035-240","2023-04-13 00:29:07"
"SHPH11","Shoppings",640,7.18,6.59,0.71,389728000,88554,1,11262.3,1038.59,9.22,8.92,"Rua Dr. Veiga Filho, 133, Higienópolis, São Paulo - SP","2023-04-13 00:29:07"
"SIGR11","Títulos e Val. Mob.",100,12.82,5.34,1.02,38939500,0,0,0,0,0,0,"","2023-04-13 00:29:07"
"SNAG11","Híbrido",100.9,2.77,7.48,1.01,302700000,1085700,3,64.56,2.48,3.83,0,"Rodovia BR-163/ Sorriso - MT,Rodovia MT-130/ Primavera do Leste - MT,Rodovia MT-130/ Primavera do Leste - MT","2023-04-13 00:29:07"
"SNCI11","Títulos e Val. Mob.",93.6,9.12,15.74,0.96,393120000,795994,0,0,0,0,0,"","2023-04-13 00:29:07"
"SNCR11","Híbrido",97.8,11.85,0,0.93,176767000,0,0,0,0,0,0,"","2023-04-13 00:29:07"
"SNFF11","Títulos e Val. Mob.",82.28,7.78,11.96,0.97,232852000,423191,0,0,0,0,0,"","2023-04-13 00:29:07"
"SNLG11","Híbrido",34.61,11.43,1,0.56,65349700,35997,0,0,0,0,0,"","2023-04-13 00:29:07"
"SOLR11","Híbrido",1128.06,12.64,8.6,1.23,70935800,0,1,8828.07,1204.59,13.65,0,"Avenida Jean Khoury Farah, parte da área B, no DISTRITO DE ITAQUERA","2023-04-13 00:29:07"
"SPMO11","Híbrido",99,0.35,0.43,0.88,178965000,0,0,0,0,0,0,"","2023-04-13 00:29:07"
"SPTW11","Lajes Corporativas",38.34,19.33,12.65,0.69,68935300,115923,1,4813.53,1051.83,21.85,0,"Rua Líbero Badaró, 633/641 e Avenida, Prestes Maia, 98/114  Centro - São Paulo/ SP - Brasil","2023-04-13 00:29:07"
"SPXS11","Híbrido",78.33,3.64,5.85,0.83,96987900,245505,0,0,0,0,0,"","2023-04-13 00:29:07"
"SRVD11","Títulos e Val. Mob.",7.08,4.2,2.76,9.57,681705000,83,0,0,0,0,0,"","2023-04-13 00:29:07"
"STRX11","Híbrido",15816,0.09,0.06,106.73,2.552e+10,0,2,383093,360.31,0.09,7.89,"R. Queluzita, 34 - Fernão Dias, Belo Horizonte - MG, 31910-252,Avenida Pastor Anselmo Silvestre, 1495. Dom Joaquim. Belo Horizonte - MG.","2023-04-13 00:29:07"
"TBOF11","Lajes Corporativas",101.5,-0.11,1.02,486.34,1020080000,0,1,0,0,0,15.37,"Avenida Jornalista Roberto Marinho, 85, Sem Complemento, Cidade Monções, São Paulo/SP, Brasil, 04576-010","2023-04-13 00:29:07"
"TEPP11","Lajes Corporativas",69.83,2.37,8.49,0.73,294820000,654808,5,9126.02,391.97,4.3,8.35,"Av. Presidente Juscelino Kubitschek, 1830 e Rua Leopoldo Couto de Magalhês Júnior, 1461, no 28º Subdistrito - Jardim Paulista, São Paulo - SP,Rua Paes Leme, 524, no 45º Subdistrito  Pinheiros, São Paulo  SP,Rua Treze de Maio, nº 1.633  Bela Vista  São Paulo  SP, Rua Itapeva, nº 538  Bela Vista  São Paulo, SP,Rua James Joule, 65 - Berrini - São Paulo - SP","2023-04-13 00:29:07"
"TGAR11","Híbrido",108.8,7.91,17.25,0.83,1499750000,4003010,4,64.71,1.63,2.52,0,"Rodovia GO-060, s/n, Turvânia- GO,Rodovia dos Romeiros, s/n, Trindade-GO,Avenida 85, 603, Goiânia - GO, 74823-310,Rodovia GO-060, s/n, Turvânia- GO","2023-04-13 00:29:07"
"THRA11","Lajes Corporativas",138.5,2.96,0,14.52,203973000,0,0,0,0,0,0,"Av. Engenheiro Luis Carlos Berrini, 105, São Paulo, SP","2023-04-13 00:29:07"
"TJKB11","Lajes Corporativas",262.5,10.82,0,0.98,198706000,6652,7,7819.99,888.66,11.36,0,"Rua Vilela, 800, Tatuapé, São Paulo - SP,Rua Tabapuã, 500,Avenida Conselheiro Rodrigues Alves, 300, Vila Mariana, São Paulo - SP,Rua Marselhesa, 700, Vila Mariana, São Paulo - SP,Avenida Brasil, 350, Jardim Paulista, São Paulo - SP,Rua Pasquale Gallupi,7, Morumbi, São Paulo - SP,Avenida Adolfo Pinheiro, 2366, Santo Amaro, São Paulo - SP","2023-04-13 00:29:07"
"TORD11","Híbrido",3.88,6.15,20.63,0.28,135999000,461414,0,0,0,0,0,"","2023-04-13 00:29:07"
"TOUR11","Residencial",8.8,0,0,0,0,0,3,0,0,0,0,"Rua das Palmeiras, nº677, CEP 09080-160, Santo André, SP.,Rua Doutor Romulo Pasqualini, s/n, CEP 08820-310, Mogi das Cruzes, SP.,Rua Carmo do Rio Verde, nº109, CEP 04729-010, São Paulo, SP.","2023-04-13 00:29:07"
"TRNT11","Lajes Corporativas",100,4.73,4.64,0.51,393556000,21160,1,6237.1,545.82,8.75,41.63,"Avenida Das Nacoes Unidas, 12901, Sem Complemento, Brooklin Paulista, São Paulo/SP, Brasil, 04578-910","2023-04-13 00:29:07"
"TRXB11","Híbrido",122,7.57,8.91,1.06,333122000,500991,12,3556,456.51,12.84,0,"Cidade de Teresina/Piauí,Paulo Afonso/BA, Avenida Milão  Quadra 50/51  Lotes 1, 1/15 e 1/19  Jardim Europa  Goiânia/GO,Avenida Assis Chateaubriand, nº 1.110  Bairro Liberdade  Campina Grande/PB,Rodovia Amaral Peixoto, s/n  Jardim Campomar  Rio das Ostras/RJ,Avenida Independência, s/n, Setor Central  Goiânia/GO,Dourados/MS, Rua México, nº 160  Centro  Araruama/RJ,Avenida Presidente Kennedy, nº 501  São Cristóvão  Teresina/PI,Jequié/BA,Avenida Padre Orlando de Morais, nº 2.147  Parque Amazônia  Goiânia/GO,Bauru/SP","2023-04-13 00:29:07"
"TRXF11","Híbrido",103.2,7.14,10.24,1,1237650000,2763790,26,3466.53,358.94,10.35,0,"Av. Antônio Carlos C de Barros, 365  Vila José Lório,Avenida Guadalajara, s/nº - Jardim Glória,Av. Epitacio Pessoa, S/N, Gleba C - Alto da Alianca, Juazeiro - BA,Rua Dr. Ademar de Barros, 50  Jardim Europa,Av. Waldemar Alves, 230 - São Vicente, Araçatuba - SP, 16050-005,Avenida Bady Bassitt, 5.300,Av. Waldemar Alves, 230 - São Vicente, Araçatuba - SP, 16050-005,Avenida Prof. João Fiusa, S/N  Jardim Canada ,Avenida Senador Saraiva, 835,Praça Tuím  Lote 02  Quadra 206,Avenida Maria Servidei Demarchi, 1897  Demarchi,Av. Dr. Ulisses Guimarães, 423 - Jardim Amazonas, Petrolina - PE,Av. Gov. Jorge Teixeira, 3500 - Industrial, Porto Velho - RO, 76821-064,Avenida Dr. José Ramon Urtiza, 1000  Panamby,Rua Aricambú, 65 - Cordovil - Rio de Janeiro - RJ,Avenida Marte, 624  Alphaville ,Avenida José Paulino, nº 2.600,Av. Presidente Vargas, S/N - Vila da Saúde,Rodovia Federal BR-222, S/N° - Tabapuá  Caucaia - CE ,Avenida Padre Anchieta, 4.580  Vila Vermelha,Av. Barreto de Menezes, 800 - Piedade, Jaboatão dos Guararapes - PE - Loja 05,Rua das Figueiras, nº 1.021  Operário,Avenida José Júlio da Costa, s/n - Ferroviários - MG,Rua Maranhão, 975  Santa Paula,Avenida Regente Feijó, nº 823,Avenida Prof. João Fiusa, S/N  Jardim Canada","2023-04-13 00:29:07"
